PlayerId;Year;Team Id;League Id;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
3;2018;112;11;5;17100;0;0;0;0;0;22;159;0
20;2010;43;1;2;7200;0;0;0;0;0;5;55;0
20;2002;43;1;1;3600;0;0;0;0;0;2;34;0
20;2001;123;11;6;20520;0;0;0;0;0;14;141;0
20;2012;629;6;7;23940;0;0;0;0;0;21;233;0
20;2016;776;8;13;44460;0;0;0;0;0;24;364;0
20;2015;776;8;17;58140;0;0;0;0;0;28;459;0
40;2021;1415;69;4;13680;0;0;0;0;0;16;112;0
40;2020;472;22;4;13680;0;0;0;0;0;9;107;0
40;2018;1017;70;2;7200;0;0;0;0;0;4;60;0
54;2017;25;0;4;13020;1;3;0;0;0;14;120;0
54;2009;49;1;16;54720;0;0;0;0;0;28;459;0
54;2007;49;1;3;10800;0;0;0;0;0;8;87;0
54;2007;1340;13;6;20520;0;0;0;0;0;17;207;0
54;2006;1340;13;17;58140;0;0;0;0;0;38;469;0
54;2005;1340;13;6;20520;0;0;0;0;0;16;186;0
54;2004;1340;13;1;1200;0;0;0;0;0;0;10;0
54;2012;11;0;1;1800;0;0;0;0;0;0;9;0
64;2021;31;0;10;36000;4;6;0;0;0;27;303;0
64;2020;31;0;3;0;1;2;0;0;0;10;63;0
64;2019;31;0;4;14040;1;3;0;0;0;12;121;0
64;2018;34;0;10;37380;6;4;0;0;0;25;333;0
64;2017;34;0;6;24900;2;4;0;0;0;22;221;0
64;2013;34;0;6;22680;2;4;0;1;0;20;218;0
64;2011;14;0;1;2220;0;0;0;0;0;5;18;0
64;2010;14;0;6;11160;0;2;0;2;0;10;81;0
65;2020;956;69;2;7200;0;0;0;0;0;7;42;0
65;2021;978;69;1;3600;0;0;0;0;0;13;26;0
65;2019;956;69;2;7200;0;0;0;0;0;8;50;0
71;2021;4548;81;2;7200;0;0;0;0;0;2;44;0
83;2021;1340;13;2;7200;0;0;0;0;0;8;46;0
88;2021;715;20;1;3600;0;0;0;0;0;4;32;0
88;2020;715;20;4;13680;0;0;0;0;0;14;147;0
88;2016;1476;83;1;3600;0;0;0;0;0;8;42;0
88;2019;721;20;4;13680;0;0;0;0;0;11;128;0
88;2018;721;20;6;20520;0;0;0;0;0;16;216;0
88;2017;2580;20;7;23940;0;0;0;0;0;23;219;0
95;2019;2457;142;6;20520;0;0;0;0;0;11;138;0
112;2021;765;53;2;7200;0;0;0;0;0;9;74;0
125;2019;495;23;2;7200;0;0;0;0;0;5;50;0
125;2019;4636;56;3;10800;0;0;0;0;0;7;88;0
162;2021;74;10;18;61560;0;0;0;0;0;32;464;0
182;2020;3732;91;3;10800;0;0;0;0;0;9;66;0
182;2019;4731;54;1;1200;0;0;0;0;0;0;10;0
205;2021;4621;147;6;20520;0;0;0;0;0;17;160;0
209;2021;768;54;1;3600;0;0;0;0;0;5;38;0
233;2019;4734;91;7;23940;0;0;0;0;0;18;257;0
236;2019;14;0;3;8400;1;1;0;0;0;5;56;0
236;2017;14;0;4;10620;1;3;0;0;0;14;97;0
236;2015;16;0;18;63480;9;9;0;0;1;43;546;0
236;2014;16;0;1;1560;0;0;0;0;0;1;7;0
236;2012;16;0;6;22680;2;4;0;0;0;12;149;0
236;2011;16;0;8;27300;3;4;0;2;0;18;187;0
236;2009;28;0;4;12180;1;2;0;0;0;14;95;0
245;2021;886;4;8;27360;0;0;0;0;0;16;184;0
245;2020;886;4;8;27360;0;0;0;0;0;10;204;0
245;2006;891;48;9;30780;0;0;0;0;0;18;228;0
245;2019;476;22;2;7200;0;0;0;0;0;8;41;0
245;2018;886;4;2;7200;0;0;0;0;0;7;55;0
245;2016;62;1;10;34200;0;0;0;0;0;26;342;0
245;2010;58;1;4;13680;0;0;0;0;0;10;114;0
245;2010;17;0;1;1020;0;0;0;0;0;1;8;0
245;2008;58;1;5;17100;0;0;0;0;0;11;183;0
257;2021;556;9;1;3600;0;0;0;0;0;7;33;0
265;2021;766;54;6;20520;0;0;0;0;0;17;218;0
265;2020;766;54;3;10800;0;0;0;0;0;8;74;0
265;2018;912;53;1;3600;0;0;0;0;0;4;31;0
266;2021;35;0;5;17760;2;3;0;0;0;15;159;0
266;2020;4182;0;16;0;9;7;0;0;1;33;403;0
266;2019;4182;0;4;14280;3;1;0;0;0;9;100;0
266;2016;15;0;15;52020;9;6;0;0;0;37;490;0
266;2018;4182;0;7;28020;3;4;0;0;1;21;230;0
266;2017;4182;0;20;75540;13;7;0;0;4;47;641;0
266;2015;15;0;2;4740;0;1;0;0;0;4;32;0
266;2014;15;0;5;18720;1;4;0;0;0;11;150;0
266;2013;15;0;13;48000;7;6;0;1;2;32;378;0
266;2012;15;0;5;17400;2;2;0;0;1;17;145;0
266;2011;15;0;6;20220;2;4;0;2;0;26;157;0
266;2010;15;0;7;24300;3;4;0;1;1;17;168;0
266;2009;15;0;13;47880;7;6;0;0;1;37;339;0
266;2008;15;0;24;86820;16;8;0;1;0;63;686;0
266;2007;15;0;20;75060;14;6;0;2;3;41;610;0
266;2006;15;0;5;17220;1;4;0;0;0;18;150;0
266;2005;59;1;5;17100;0;0;0;0;0;16;137;0
266;2004;59;1;4;13680;0;0;0;0;0;17;108;0
266;2003;59;1;2;7200;0;0;0;0;0;8;40;0
266;2003;140;13;4;13680;0;0;0;0;0;12;105;0
266;2002;140;13;4;13680;0;0;0;0;0;17;160;0
266;2001;140;13;16;54720;0;0;0;0;0;50;500;0
266;2000;140;13;2;7200;0;0;0;0;0;15;79;0
276;2021;2167;147;12;41040;0;0;0;0;0;22;407;0
276;2019;618;16;1;3600;0;0;0;0;0;6;26;0
276;2018;613;147;12;41040;0;0;0;0;0;27;310;0
304;2020;4644;147;2;7200;0;0;0;0;0;3;60;0
304;2021;170;33;4;13680;0;0;0;0;0;11;94;0
326;2019;20;0;4;10680;2;2;0;0;1;6;84;0
326;2018;20;0;1;2160;0;0;0;0;0;2;10;0
326;2008;60;1;12;41040;0;0;0;0;0;28;318;0
326;2006;60;1;3;10800;0;0;0;0;0;12;89;0
326;2010;874;4;5;17100;0;0;0;0;0;16;148;0
326;2005;632;6;9;30780;0;0;0;0;0;26;257;0
326;2015;20;0;11;43980;5;6;0;0;0;30;388;0
326;2009;27;0;1;2400;0;0;0;0;0;2;28;0
338;2005;1521;10;4;13680;0;0;0;0;0;12;133;0
338;2019;5;0;9;32580;4;5;0;0;0;25;256;0
338;2004;1340;13;8;27360;0;0;0;0;0;27;293;0
338;2003;778;8;1;3600;0;0;0;0;0;8;0;0
338;2014;20;0;7;25080;3;4;0;0;0;16;215;0
338;2011;16;0;2;6240;1;1;0;0;0;3;46;0
338;2009;0;0;18;60780;9;9;0;3;0;43;562;0
338;2008;0;0;1;1200;0;0;0;0;0;0;5;0
338;2007;0;0;2;4620;0;1;0;1;0;3;27;0
346;2019;924;53;2;7200;0;0;0;0;0;1;50;0
346;2018;924;53;10;34200;0;0;0;0;0;11;229;0
355;2021;426;46;7;23940;0;0;0;0;0;10;143;0
355;2018;141;13;23;78660;0;0;0;0;0;60;723;0
355;2017;141;13;8;27360;0;0;0;0;0;21;253;0
355;2016;141;13;6;20520;0;0;0;0;0;17;224;0
380;2021;1481;83;4;13680;0;0;0;0;0;9;102;0
380;2021;520;5;1;3600;0;0;0;0;0;4;26;0
380;2020;1481;83;5;17100;0;0;0;0;0;10;167;0
380;2019;1481;83;2;7200;0;0;0;0;0;3;65;0
380;2017;1872;83;3;10800;0;0;0;0;0;19;108;0
380;2016;1481;83;4;13680;0;0;0;0;0;6;90;0
384;2021;4074;53;3;10800;0;0;0;0;0;8;104;0
397;2020;982;69;1;3600;0;0;0;0;0;2;38;0
397;2021;982;69;1;3600;0;0;0;0;0;4;24;0
448;2007;84;10;9;30780;0;0;0;0;0;19;284;0
448;2019;12;0;25;89580;14;10;0;0;1;67;811;0
448;2018;12;0;1;660;0;0;0;0;0;0;5;0
